criterion,max_depth,max_features,min_samples_leaf,min_samples_split,splitter,mean_test_score,std_test_score,rank_test_score
entropy,100,,1,5,best,0.6476190476190476,0.05909368402852791,213
entropy,100,,1,5,random,0.6952380952380952,0.07589227357385347,16
entropy,100,,1,10,best,0.6428571428571429,0.0782460796435952,228
entropy,100,,1,10,random,0.6857142857142857,0.0816496580927726,27
entropy,100,,1,100,best,0.680952380952381,0.08192690730516787,42
entropy,100,,1,100,random,0.6428571428571429,0.10647942749998998,228
entropy,100,,5,2,best,0.6333333333333333,0.09594972228385656,324
entropy,100,,5,2,random,0.7095238095238094,0.10583862271853743,2
entropy,100,,5,5,best,0.6333333333333333,0.09594972228385656,324
entropy,100,,5,5,random,0.7095238095238094,0.10583862271853743,2
entropy,100,,5,10,best,0.6333333333333333,0.09594972228385656,324
entropy,100,,5,10,random,0.7095238095238094,0.10583862271853743,2
entropy,100,,5,100,best,0.680952380952381,0.08192690730516787,42
entropy,100,,5,100,random,0.6476190476190476,0.08959470343917512,213
entropy,100,,10,2,best,0.6714285714285715,0.10257456775494292,90
entropy,100,,10,2,random,0.6666666666666667,0.085183541999992,113
entropy,100,,10,5,best,0.6714285714285715,0.10257456775494292,90
entropy,100,,10,5,random,0.6666666666666667,0.085183541999992,113
entropy,100,,10,10,best,0.6714285714285715,0.10257456775494292,90
entropy,100,,10,10,random,0.6666666666666667,0.085183541999992,113
entropy,100,,10,100,best,0.680952380952381,0.08192690730516787,42
entropy,100,,10,100,random,0.6047619047619047,0.07911070345636263,362
entropy,100,,50,2,best,0.6666666666666667,0.07221786137191953,113
entropy,100,,50,2,random,0.5,0.0,513
entropy,100,,50,5,best,0.6666666666666667,0.07221786137191953,113
entropy,100,,50,5,random,0.5,0.0,513
entropy,100,,50,10,best,0.6666666666666667,0.07221786137191953,113
entropy,100,,50,10,random,0.5,0.0,513
entropy,100,,50,100,best,0.6666666666666667,0.07221786137191953,113
entropy,100,,50,100,random,0.5,0.0,513
entropy,100,,100,2,best,0.5,0.0,513
entropy,100,,100,2,random,0.5,0.0,513
entropy,100,,100,5,best,0.5,0.0,513
entropy,100,,100,5,random,0.5,0.0,513
entropy,100,,100,10,best,0.5,0.0,513
entropy,100,,100,10,random,0.5,0.0,513
entropy,100,,100,100,best,0.5,0.0,513
entropy,100,,100,100,random,0.5,0.0,513
